"Date","Location","Population Type","Observations","Gender"
2019-06-30,"Spring Hill Corrections Facility","Sentenced prisoners",604,"Male"
2019-06-30,"Spring Hill Corrections Facility","Onsite population",0,"Male"
2019-06-30,"Spring Hill Corrections Facility","Offsite population",0,"Male"
2019-06-30,"Spring Hill Corrections Facility","Total population",893,"Male"
2019-06-30,"Spring Hill Corrections Facility","Population percentage",8.9,"Male"
2019-09-30,"Spring Hill Corrections Facility","Remand accused prisoners",339,"Male"
2019-09-30,"Spring Hill Corrections Facility","Remand convicted prisoners",0,"Male"
2019-09-30,"Spring Hill Corrections Facility","Sentenced prisoners",541,"Male"
2019-09-30,"Spring Hill Corrections Facility","Onsite population",0,"Male"
2019-09-30,"Spring Hill Corrections Facility","Offsite population",0,"Male"
2019-09-30,"Spring Hill Corrections Facility","Total population",880,"Male"
2019-09-30,"Spring Hill Corrections Facility","Population percentage",8.8,"Male"
2019-12-31,"Spring Hill Corrections Facility","Remand accused prisoners",352,"Male"
2019-12-31,"Spring Hill Corrections Facility","Remand convicted prisoners",0,"Male"
2019-12-31,"Spring Hill Corrections Facility","Sentenced prisoners",528,"Male"
2019-12-31,"Spring Hill Corrections Facility","Onsite population",0,"Male"
2019-12-31,"Spring Hill Corrections Facility","Offsite population",0,"Male"
2019-12-31,"Spring Hill Corrections Facility","Total population",880,"Male"
2019-12-31,"Spring Hill Corrections Facility","Population percentage",8.9,"Male"
2020-03-31,"Spring Hill Corrections Facility","Remand accused prisoners",387,"Male"
2020-03-31,"Spring Hill Corrections Facility","Remand convicted prisoners",0,"Male"
2020-03-31,"Spring Hill Corrections Facility","Sentenced prisoners",459,"Male"
2020-03-31,"Spring Hill Corrections Facility","Onsite population",0,"Male"
2020-03-31,"Spring Hill Corrections Facility","Offsite population",0,"Male"
2020-03-31,"Spring Hill Corrections Facility","Total population",846,"Male"
2020-03-31,"Spring Hill Corrections Facility","Population percentage",8.5,"Male"
2020-06-30,"Spring Hill Corrections Facility","Remand accused prisoners",329,"Male"
2020-06-30,"Spring Hill Corrections Facility","Remand convicted prisoners",0,"Male"
2020-06-30,"Spring Hill Corrections Facility","Sentenced prisoners",463,"Male"
2020-06-30,"Spring Hill Corrections Facility","Onsite population",0,"Male"
2020-06-30,"Spring Hill Corrections Facility","Offsite population",0,"Male"
2020-06-30,"Spring Hill Corrections Facility","Total population",792,"Male"
2020-06-30,"Spring Hill Corrections Facility","Population percentage",8.4,"Male"
2020-09-30,"Spring Hill Corrections Facility","Remand accused prisoners",350,"Male"
2020-09-30,"Spring Hill Corrections Facility","Remand convicted prisoners",0,"Male"
2020-09-30,"Spring Hill Corrections Facility","Sentenced prisoners",446,"Male"
2020-09-30,"Spring Hill Corrections Facility","Onsite population",0,"Male"
2020-09-30,"Spring Hill Corrections Facility","Offsite population",0,"Male"
2020-09-30,"Spring Hill Corrections Facility","Total population",796,"Male"
2020-09-30,"Spring Hill Corrections Facility","Population percentage",8.8,"Male"
2020-12-31,"Spring Hill Corrections Facility","Remand accused prisoners",354,"Male"
2020-12-31,"Spring Hill Corrections Facility","Remand convicted prisoners",0,"Male"
2020-12-31,"Spring Hill Corrections Facility","Sentenced prisoners",454,"Male"
2020-12-31,"Spring Hill Corrections Facility","Onsite population",0,"Male"
2020-12-31,"Spring Hill Corrections Facility","Offsite population",0,"Male"
2020-12-31,"Spring Hill Corrections Facility","Total population",808,"Male"
2020-12-31,"Spring Hill Corrections Facility","Population percentage",9.5,"Male"
2021-03-31,"Spring Hill Corrections Facility","Remand accused prisoners",343,"Male"
2021-03-31,"Spring Hill Corrections Facility","Remand convicted prisoners",0,"Male"
2021-03-31,"Spring Hill Corrections Facility","Sentenced prisoners",491,"Male"
2021-03-31,"Spring Hill Corrections Facility","Onsite population",0,"Male"
2021-03-31,"Spring Hill Corrections Facility","Offsite population",0,"Male"
2021-03-31,"Spring Hill Corrections Facility","Total population",834,"Male"
2021-03-31,"Spring Hill Corrections Facility","Population percentage",9.6,"Male"
2021-06-30,"Spring Hill Corrections Facility","Remand accused prisoners",372,"Male"
2021-06-30,"Spring Hill Corrections Facility","Remand convicted prisoners",0,"Male"
2021-06-30,"Spring Hill Corrections Facility","Sentenced prisoners",468,"Male"
2021-06-30,"Spring Hill Corrections Facility","Onsite population",0,"Male"
2021-06-30,"Spring Hill Corrections Facility","Offsite population",0,"Male"
2021-06-30,"Spring Hill Corrections Facility","Total population",840,"Male"
2021-06-30,"Spring Hill Corrections Facility","Population percentage",10,"Male"
2021-09-30,"Spring Hill Corrections Facility","Remand accused prisoners",385,"Male"
2021-09-30,"Spring Hill Corrections Facility","Remand convicted prisoners",0,"Male"
2021-09-30,"Spring Hill Corrections Facility","Sentenced prisoners",419,"Male"
2021-09-30,"Spring Hill Corrections Facility","Onsite population",804,"Male"
2021-09-30,"Spring Hill Corrections Facility","Offsite population",29,"Male"
2021-09-30,"Spring Hill Corrections Facility","Total population",833,"Male"
2021-09-30,"Spring Hill Corrections Facility","Population percentage",10.4,"Male"
2021-12-31,"Spring Hill Corrections Facility","Remand accused prisoners",414,"Male"
2021-12-31,"Spring Hill Corrections Facility","Remand convicted prisoners",0,"Male"
2021-12-31,"Spring Hill Corrections Facility","Sentenced prisoners",310,"Male"
2021-12-31,"Spring Hill Corrections Facility","Onsite population",724,"Male"
2021-12-31,"Spring Hill Corrections Facility","Offsite population",11,"Male"
2021-12-31,"Spring Hill Corrections Facility","Total population",735,"Male"
2021-12-31,"Spring Hill Corrections Facility","Population percentage",9.5,"Male"
2022-03-31,"Spring Hill Corrections Facility","Remand accused prisoners",435,"Male"
2022-03-31,"Spring Hill Corrections Facility","Remand convicted prisoners",0,"Male"
2022-03-31,"Spring Hill Corrections Facility","Sentenced prisoners",319,"Male"
2022-03-31,"Spring Hill Corrections Facility","Onsite population",754,"Male"
2022-03-31,"Spring Hill Corrections Facility","Offsite population",20,"Male"
2022-03-31,"Spring Hill Corrections Facility","Total population",774,"Male"
2022-03-31,"Spring Hill Corrections Facility","Population percentage",10.1,"Male"
2022-06-30,"Spring Hill Corrections Facility","Remand accused prisoners",443,"Male"
2022-06-30,"Spring Hill Corrections Facility","Remand convicted prisoners",0,"Male"
2022-06-30,"Spring Hill Corrections Facility","Sentenced prisoners",263,"Male"
2022-06-30,"Spring Hill Corrections Facility","Onsite population",706,"Male"
2022-06-30,"Spring Hill Corrections Facility","Offsite population",27,"Male"
2022-06-30,"Spring Hill Corrections Facility","Total population",733,"Male"
2022-06-30,"Spring Hill Corrections Facility","Population percentage",9.5,"Male"
2022-09-30,"Spring Hill Corrections Facility","Remand accused prisoners",428,"Male"
2022-09-30,"Spring Hill Corrections Facility","Remand convicted prisoners",0,"Male"
2022-09-30,"Spring Hill Corrections Facility","Sentenced prisoners",227,"Male"
2022-09-30,"Spring Hill Corrections Facility","Onsite population",655,"Male"
2022-09-30,"Spring Hill Corrections Facility","Offsite population",31,"Male"
2022-09-30,"Spring Hill Corrections Facility","Total population",686,"Male"
2022-09-30,"Spring Hill Corrections Facility","Population percentage",8.6,"Male"
2022-12-31,"Spring Hill Corrections Facility","Remand accused prisoners",390,"Male"
2022-12-31,"Spring Hill Corrections Facility","Remand convicted prisoners",0,"Male"
2022-12-31,"Spring Hill Corrections Facility","Sentenced prisoners",239,"Male"
2022-12-31,"Spring Hill Corrections Facility","Onsite population",629,"Male"
2022-12-31,"Spring Hill Corrections Facility","Offsite population",7,"Male"
2022-12-31,"Spring Hill Corrections Facility","Total population",636,"Male"
2022-12-31,"Spring Hill Corrections Facility","Population percentage",7.8,"Male"
2023-03-31,"Spring Hill Corrections Facility","Remand accused prisoners",450,"Male"
2023-03-31,"Spring Hill Corrections Facility","Remand convicted prisoners",0,"Male"
2023-03-31,"Spring Hill Corrections Facility","Sentenced prisoners",210,"Male"
2023-03-31,"Spring Hill Corrections Facility","Onsite population",660,"Male"
2023-03-31,"Spring Hill Corrections Facility","Offsite population",22,"Male"
2023-03-31,"Spring Hill Corrections Facility","Total population",682,"Male"
2023-03-31,"Spring Hill Corrections Facility","Population percentage",8.1,"Male"
2023-06-30,"Spring Hill Corrections Facility","Remand accused prisoners",466,"Male"
2023-06-30,"Spring Hill Corrections Facility","Remand convicted prisoners",0,"Male"
2023-06-30,"Spring Hill Corrections Facility","Sentenced prisoners",189,"Male"
2023-06-30,"Spring Hill Corrections Facility","Onsite population",655,"Male"
2023-06-30,"Spring Hill Corrections Facility","Offsite population",31,"Male"
2023-06-30,"Spring Hill Corrections Facility","Total population",686,"Male"
2023-06-30,"Spring Hill Corrections Facility","Population percentage",8,"Male"
2023-09-30,"Spring Hill Corrections Facility","Remand accused prisoners",430,"Male"
2023-09-30,"Spring Hill Corrections Facility","Remand convicted prisoners",0,"Male"
2023-09-30,"Spring Hill Corrections Facility","Sentenced prisoners",232,"Male"
2023-09-30,"Spring Hill Corrections Facility","Onsite population",662,"Male"
2023-09-30,"Spring Hill Corrections Facility","Offsite population",9,"Male"
2023-09-30,"Spring Hill Corrections Facility","Total population",671,"Male"
2023-09-30,"Spring Hill Corrections Facility","Population percentage",7.5,"Male"
2023-12-31,"Spring Hill Corrections Facility","Remand accused prisoners",505,"Male"
2023-12-31,"Spring Hill Corrections Facility","Remand convicted prisoners",0,"Male"
2023-12-31,"Spring Hill Corrections Facility","Sentenced prisoners",190,"Male"
2023-12-31,"Spring Hill Corrections Facility","Onsite population",695,"Male"
2023-12-31,"Spring Hill Corrections Facility","Offsite population",6,"Male"
2023-12-31,"Spring Hill Corrections Facility","Total population",701,"Male"
2023-12-31,"Spring Hill Corrections Facility","Population percentage",7.7,"Male"
2024-03-31,"Spring Hill Corrections Facility","Remand accused prisoners",491,"Male"
2024-03-31,"Spring Hill Corrections Facility","Remand convicted prisoners",69,"Male"
2024-03-31,"Spring Hill Corrections Facility","Sentenced prisoners",232,"Male"
2024-03-31,"Spring Hill Corrections Facility","Onsite population",792,"Male"
2024-03-31,"Spring Hill Corrections Facility","Offsite population",7,"Male"
2024-03-31,"Spring Hill Corrections Facility","Total population",799,"Male"
2024-03-31,"Spring Hill Corrections Facility","Population percentage",8.4,"Male"
2018-03-31,"Tongariro Prison","Remand accused prisoners",0,"Male"
2018-03-31,"Tongariro Prison","Remand convicted prisoners",0,"Male"
2018-03-31,"Tongariro Prison","Sentenced prisoners",296,"Male"
2018-03-31,"Tongariro Prison","Onsite population",0,"Male"
2018-03-31,"Tongariro Prison","Offsite population",0,"Male"
2018-03-31,"Tongariro Prison","Total population",296,"Male"
2018-03-31,"Tongariro Prison","Population percentage",2.8,"Male"
2018-06-30,"Tongariro Prison","Remand accused prisoners",0,"Male"
2018-06-30,"Tongariro Prison","Remand convicted prisoners",0,"Male"
2018-06-30,"Tongariro Prison","Sentenced prisoners",296,"Male"
2018-06-30,"Tongariro Prison","Onsite population",0,"Male"
2018-06-30,"Tongariro Prison","Offsite population",0,"Male"
2018-06-30,"Tongariro Prison","Total population",296,"Male"
2018-06-30,"Tongariro Prison","Population percentage",2.8,"Male"
2018-09-30,"Tongariro Prison","Remand accused prisoners",0,"Male"
2018-09-30,"Tongariro Prison","Remand convicted prisoners",0,"Male"
2018-09-30,"Tongariro Prison","Sentenced prisoners",296,"Male"
2018-09-30,"Tongariro Prison","Onsite population",0,"Male"
2018-09-30,"Tongariro Prison","Offsite population",0,"Male"
2018-09-30,"Tongariro Prison","Total population",296,"Male"
2018-09-30,"Tongariro Prison","Population percentage",3,"Male"
2018-12-31,"Tongariro Prison","Remand accused prisoners",0,"Male"
2018-12-31,"Tongariro Prison","Remand convicted prisoners",0,"Male"
2018-12-31,"Tongariro Prison","Sentenced prisoners",298,"Male"
2018-12-31,"Tongariro Prison","Onsite population",0,"Male"
2018-12-31,"Tongariro Prison","Offsite population",0,"Male"
2018-12-31,"Tongariro Prison","Total population",298,"Male"
2018-12-31,"Tongariro Prison","Population percentage",3,"Male"
2019-03-31,"Tongariro Prison","Remand accused prisoners",0,"Male"
2019-03-31,"Tongariro Prison","Remand convicted prisoners",0,"Male"
2019-03-31,"Tongariro Prison","Sentenced prisoners",296,"Male"
2019-03-31,"Tongariro Prison","Onsite population",0,"Male"
2019-03-31,"Tongariro Prison","Offsite population",0,"Male"
2019-03-31,"Tongariro Prison","Total population",296,"Male"
2019-03-31,"Tongariro Prison","Population percentage",2.9,"Male"
2019-06-30,"Tongariro Prison","Remand accused prisoners",0,"Male"
2019-06-30,"Tongariro Prison","Remand convicted prisoners",0,"Male"
2019-06-30,"Tongariro Prison","Sentenced prisoners",298,"Male"
2019-06-30,"Tongariro Prison","Onsite population",0,"Male"
2019-06-30,"Tongariro Prison","Offsite population",0,"Male"
2019-06-30,"Tongariro Prison","Total population",298,"Male"
2019-06-30,"Tongariro Prison","Population percentage",3,"Male"
2019-09-30,"Tongariro Prison","Remand accused prisoners",0,"Male"
2019-09-30,"Tongariro Prison","Remand convicted prisoners",0,"Male"
2019-09-30,"Tongariro Prison","Sentenced prisoners",295,"Male"
2019-09-30,"Tongariro Prison","Onsite population",0,"Male"
2019-09-30,"Tongariro Prison","Offsite population",0,"Male"
2019-09-30,"Tongariro Prison","Total population",295,"Male"
2019-09-30,"Tongariro Prison","Population percentage",2.9,"Male"
2019-12-31,"Tongariro Prison","Remand accused prisoners",0,"Male"
2019-12-31,"Tongariro Prison","Remand convicted prisoners",0,"Male"
2019-12-31,"Tongariro Prison","Sentenced prisoners",295,"Male"
2019-12-31,"Tongariro Prison","Onsite population",0,"Male"
2019-12-31,"Tongariro Prison","Offsite population",0,"Male"
2019-12-31,"Tongariro Prison","Total population",295,"Male"
2019-12-31,"Tongariro Prison","Population percentage",3,"Male"
2020-03-31,"Tongariro Prison","Remand accused prisoners",0,"Male"
2020-03-31,"Tongariro Prison","Remand convicted prisoners",0,"Male"
2020-03-31,"Tongariro Prison","Sentenced prisoners",293,"Male"
2020-03-31,"Tongariro Prison","Onsite population",0,"Male"
2020-03-31,"Tongariro Prison","Offsite population",0,"Male"
2020-03-31,"Tongariro Prison","Total population",293,"Male"
2020-03-31,"Tongariro Prison","Population percentage",3,"Male"
2020-06-30,"Tongariro Prison","Remand accused prisoners",0,"Male"
2020-06-30,"Tongariro Prison","Remand convicted prisoners",0,"Male"
2020-06-30,"Tongariro Prison","Sentenced prisoners",286,"Male"
2020-06-30,"Tongariro Prison","Onsite population",0,"Male"
2020-06-30,"Tongariro Prison","Offsite population",0,"Male"
2020-06-30,"Tongariro Prison","Total population",286,"Male"
2020-06-30,"Tongariro Prison","Population percentage",3,"Male"
2020-09-30,"Tongariro Prison","Remand accused prisoners",0,"Male"
2020-09-30,"Tongariro Prison","Remand convicted prisoners",0,"Male"
2020-09-30,"Tongariro Prison","Sentenced prisoners",291,"Male"
2020-09-30,"Tongariro Prison","Onsite population",0,"Male"
2020-09-30,"Tongariro Prison","Offsite population",0,"Male"
2020-09-30,"Tongariro Prison","Total population",291,"Male"
2020-09-30,"Tongariro Prison","Population percentage",3.2,"Male"
2020-12-31,"Tongariro Prison","Remand accused prisoners",0,"Male"
2020-12-31,"Tongariro Prison","Remand convicted prisoners",0,"Male"
2020-12-31,"Tongariro Prison","Sentenced prisoners",290,"Male"
2020-12-31,"Tongariro Prison","Onsite population",0,"Male"
2020-12-31,"Tongariro Prison","Offsite population",0,"Male"
2020-12-31,"Tongariro Prison","Total population",290,"Male"
2020-12-31,"Tongariro Prison","Population percentage",3.4,"Male"
2021-03-31,"Tongariro Prison","Remand accused prisoners",0,"Male"
2021-03-31,"Tongariro Prison","Remand convicted prisoners",0,"Male"
2021-03-31,"Tongariro Prison","Sentenced prisoners",293,"Male"
2021-03-31,"Tongariro Prison","Onsite population",0,"Male"
2021-03-31,"Tongariro Prison","Offsite population",0,"Male"
2021-03-31,"Tongariro Prison","Total population",293,"Male"
2021-03-31,"Tongariro Prison","Population percentage",3.4,"Male"
2021-06-30,"Tongariro Prison","Remand accused prisoners",0,"Male"
2021-06-30,"Tongariro Prison","Remand convicted prisoners",0,"Male"
2021-06-30,"Tongariro Prison","Sentenced prisoners",283,"Male"
2021-06-30,"Tongariro Prison","Onsite population",0,"Male"
2021-06-30,"Tongariro Prison","Offsite population",0,"Male"
2021-06-30,"Tongariro Prison","Total population",283,"Male"
2021-06-30,"Tongariro Prison","Population percentage",3.4,"Male"
2021-09-30,"Tongariro Prison","Remand accused prisoners",0,"Male"
2021-09-30,"Tongariro Prison","Remand convicted prisoners",0,"Male"
2021-09-30,"Tongariro Prison","Sentenced prisoners",341,"Male"
2021-09-30,"Tongariro Prison","Onsite population",341,"Male"
